timestamp,plc_id,plc_ip,reg_0_inlet_valve,reg_1,reg_2,reg_3,reg_4,reg_5_tank_level,source_ip,function_code,function_name
2026-06-13T09:28:26+00:00,plc_intake,172.21.0.10,0,0,0,0,0,93.5,172.22.0.10,3,READ_HOLDING
2026-06-13T09:28:31+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.2,172.22.0.10,3,READ_HOLDING
2026-06-13T09:28:36+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.5,172.22.0.10,3,READ_HOLDING
2026-06-13T09:28:41+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.8,172.22.0.10,3,READ_HOLDING
2026-06-13T09:28:46+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.5,172.22.0.10,3,READ_HOLDING
2026-06-13T09:28:51+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.9,172.22.0.10,3,READ_HOLDING
2026-06-13T09:28:56+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.6,172.22.0.10,3,READ_HOLDING
2026-06-13T09:29:01+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.6,172.22.0.10,3,READ_HOLDING
2026-06-13T09:29:06+00:00,plc_intake,172.21.0.10,0,0,0,0,0,95.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:29:11+00:00,plc_intake,172.21.0.10,0,0,0,0,0,95.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:29:16+00:00,plc_intake,172.21.0.10,0,0,0,0,0,95.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:29:21+00:00,plc_intake,172.21.0.10,1,0,0,0,0,95.0,172.24.0.10,6,WRITE_SINGLE
2026-06-13T09:29:26+00:00,plc_intake,172.21.0.10,1,0,0,0,0,90.0,172.24.0.10,6,WRITE_SINGLE
2026-06-13T09:29:31+00:00,plc_intake,172.21.0.10,0,0,0,0,0,85.3,172.22.0.10,3,READ_HOLDING
2026-06-13T09:29:36+00:00,plc_intake,172.21.0.10,0,0,0,0,0,85.6,172.22.0.10,3,READ_HOLDING
2026-06-13T09:29:41+00:00,plc_intake,172.21.0.10,0,0,0,0,0,85.6,172.22.0.10,3,READ_HOLDING
2026-06-13T09:29:46+00:00,plc_intake,172.21.0.10,0,0,0,0,0,86.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:29:51+00:00,plc_intake,172.21.0.10,0,0,0,0,0,86.3,172.22.0.10,3,READ_HOLDING
2026-06-13T09:29:56+00:00,plc_intake,172.21.0.10,0,0,0,0,0,86.5,172.22.0.10,3,READ_HOLDING
2026-06-13T09:30:01+00:00,plc_intake,172.21.0.10,0,0,0,0,0,87.5,172.22.0.10,3,READ_HOLDING
2026-06-13T09:30:06+00:00,plc_intake,172.21.0.10,0,0,0,0,0,88.4,172.22.0.10,3,READ_HOLDING
2026-06-13T09:30:11+00:00,plc_intake,172.21.0.10,0,0,0,0,0,88.6,172.22.0.10,3,READ_HOLDING
2026-06-13T09:30:16+00:00,plc_intake,172.21.0.10,0,0,0,0,0,89.2,172.22.0.10,3,READ_HOLDING
2026-06-13T09:30:21+00:00,plc_intake,172.21.0.10,0,0,0,0,0,89.5,172.22.0.10,3,READ_HOLDING
2026-06-13T09:30:26+00:00,plc_intake,172.21.0.10,0,0,0,0,0,90.4,172.22.0.10,3,READ_HOLDING
2026-06-13T09:30:31+00:00,plc_intake,172.21.0.10,0,0,0,0,0,90.7,172.22.0.10,3,READ_HOLDING
2026-06-13T09:30:36+00:00,plc_intake,172.21.0.10,0,0,0,0,0,90.8,172.22.0.10,3,READ_HOLDING
2026-06-13T09:30:41+00:00,plc_intake,172.21.0.10,0,0,0,0,0,90.8,172.22.0.10,3,READ_HOLDING
2026-06-13T09:30:46+00:00,plc_intake,172.21.0.10,0,0,0,0,0,91.2,172.22.0.10,3,READ_HOLDING
2026-06-13T09:30:51+00:00,plc_intake,172.21.0.10,0,0,0,0,0,91.2,172.22.0.10,3,READ_HOLDING
2026-06-13T09:30:56+00:00,plc_intake,172.21.0.10,0,0,0,0,0,91.6,172.22.0.10,3,READ_HOLDING
2026-06-13T09:31:01+00:00,plc_intake,172.21.0.10,0,0,0,0,0,92.3,172.22.0.10,3,READ_HOLDING
2026-06-13T09:31:06+00:00,plc_intake,172.21.0.10,0,0,0,0,0,92.4,172.22.0.10,3,READ_HOLDING
2026-06-13T09:31:11+00:00,plc_intake,172.21.0.10,0,0,0,0,0,92.3,172.22.0.10,3,READ_HOLDING
2026-06-13T09:31:16+00:00,plc_intake,172.21.0.10,0,0,0,0,0,93.1,172.22.0.10,3,READ_HOLDING
2026-06-13T09:31:21+00:00,plc_intake,172.21.0.10,0,0,0,0,0,93.3,172.22.0.10,3,READ_HOLDING
2026-06-13T09:31:26+00:00,plc_intake,172.21.0.10,0,0,0,0,0,93.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:31:31+00:00,plc_intake,172.21.0.10,0,0,0,0,0,92.7,172.22.0.10,3,READ_HOLDING
2026-06-13T09:31:36+00:00,plc_intake,172.21.0.10,0,0,0,0,0,92.5,172.22.0.10,3,READ_HOLDING
2026-06-13T09:31:41+00:00,plc_intake,172.21.0.10,0,0,0,0,0,92.9,172.22.0.10,3,READ_HOLDING
2026-06-13T09:31:46+00:00,plc_intake,172.21.0.10,0,0,0,0,0,93.4,172.22.0.10,3,READ_HOLDING
2026-06-13T09:31:51+00:00,plc_intake,172.21.0.10,0,0,0,0,0,93.5,172.22.0.10,3,READ_HOLDING
2026-06-13T09:31:56+00:00,plc_intake,172.21.0.10,0,0,0,0,0,93.2,172.22.0.10,3,READ_HOLDING
2026-06-13T09:32:01+00:00,plc_intake,172.21.0.10,0,0,0,0,0,93.3,172.22.0.10,3,READ_HOLDING
2026-06-13T09:32:06+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.1,172.22.0.10,3,READ_HOLDING
2026-06-13T09:32:11+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.3,172.22.0.10,3,READ_HOLDING
2026-06-13T09:32:16+00:00,plc_intake,172.21.0.10,0,0,0,0,0,95.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:32:21+00:00,plc_intake,172.21.0.10,0,0,0,0,0,95.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:32:26+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.5,172.22.0.10,3,READ_HOLDING
2026-06-13T09:32:31+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.9,172.22.0.10,3,READ_HOLDING
2026-06-13T09:32:36+00:00,plc_intake,172.21.0.10,0,0,0,0,0,95.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:32:41+00:00,plc_treatment,172.21.0.11,0,0,0,0,0,95.0,172.24.0.10,131,EXCEPTION
2026-06-13T09:32:46+00:00,plc_distribution,172.21.0.12,0,0,0,0,0,94.8,172.24.0.10,131,EXCEPTION
2026-06-13T09:32:51+00:00,plc_intake,172.21.0.10,0,0,0,0,0,95.0,172.24.0.10,131,EXCEPTION
2026-06-13T09:32:56+00:00,plc_treatment,172.21.0.11,0,0,0,0,0,94.7,172.24.0.10,131,EXCEPTION
2026-06-13T09:33:01+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.7,172.22.0.10,3,READ_HOLDING
2026-06-13T09:33:06+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.8,172.22.0.10,3,READ_HOLDING
2026-06-13T09:33:11+00:00,plc_intake,172.21.0.10,0,0,0,0,0,95.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:33:16+00:00,plc_intake,172.21.0.10,0,0,0,0,0,95.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:33:21+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.8,172.22.0.10,3,READ_HOLDING
2026-06-13T09:33:26+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.9,172.22.0.10,3,READ_HOLDING
2026-06-13T09:33:31+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.6,172.22.0.10,3,READ_HOLDING
2026-06-13T09:33:36+00:00,plc_intake,172.21.0.10,0,0,0,0,0,95.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:33:41+00:00,plc_intake,172.21.0.10,0,0,0,0,0,95.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:33:46+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.9,172.22.0.10,3,READ_HOLDING
2026-06-13T09:33:51+00:00,plc_intake,172.21.0.10,0,0,0,0,0,95.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:33:56+00:00,plc_intake,172.21.0.10,0,0,0,0,0,95.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:34:01+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.7,172.22.0.10,3,READ_HOLDING
2026-06-13T09:34:06+00:00,plc_intake,172.21.0.10,0,0,0,0,0,95.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:34:11+00:00,plc_intake,172.21.0.10,0,0,0,0,0,95.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:34:16+00:00,plc_intake,172.21.0.10,0,0,0,0,0,95.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:34:21+00:00,plc_intake,172.21.0.10,0,0,0,0,0,95.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:34:26+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.5,172.22.0.10,3,READ_HOLDING
2026-06-13T09:34:31+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.4,172.22.0.10,3,READ_HOLDING
2026-06-13T09:34:36+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:34:41+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.6,172.22.0.10,3,READ_HOLDING
2026-06-13T09:34:46+00:00,plc_intake,172.21.0.10,0,0,0,0,0,95.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:34:51+00:00,plc_intake,172.21.0.10,0,0,0,0,0,95.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:34:56+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.9,172.22.0.10,3,READ_HOLDING
2026-06-13T09:35:01+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.5,172.22.0.10,3,READ_HOLDING
2026-06-13T09:35:06+00:00,plc_intake,172.21.0.10,0,0,0,0,0,95.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:35:11+00:00,plc_intake,172.21.0.10,0,0,0,0,0,95.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:35:16+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.6,172.22.0.10,3,READ_HOLDING
2026-06-13T09:35:21+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.7,172.22.0.10,3,READ_HOLDING
2026-06-13T09:35:26+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.3,172.22.0.10,3,READ_HOLDING
2026-06-13T09:35:31+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.7,172.22.0.10,3,READ_HOLDING
2026-06-13T09:35:36+00:00,plc_intake,172.21.0.10,0,0,0,0,0,95.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:35:41+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.7,172.22.0.10,3,READ_HOLDING
2026-06-13T09:35:46+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.8,172.22.0.10,3,READ_HOLDING
2026-06-13T09:35:51+00:00,plc_intake,172.21.0.10,0,0,0,0,0,95.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:35:56+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.8,172.22.0.10,3,READ_HOLDING
2026-06-13T09:36:01+00:00,plc_intake,172.21.0.10,1,0,0,0,0,93.1,172.24.0.10,3,READ_HOLDING
2026-06-13T09:36:06+00:00,plc_intake,172.21.0.10,1,0,0,0,0,93.7,172.24.0.10,3,READ_HOLDING
2026-06-13T09:36:11+00:00,plc_intake,172.21.0.10,1,0,0,0,0,92.0,172.24.0.10,3,READ_HOLDING
2026-06-13T09:36:16+00:00,plc_intake,172.21.0.10,0,0,0,0,0,87.8,172.22.0.10,3,READ_HOLDING
2026-06-13T09:36:21+00:00,plc_intake,172.21.0.10,0,0,0,0,0,88.8,172.22.0.10,3,READ_HOLDING
2026-06-13T09:36:26+00:00,plc_intake,172.21.0.10,0,0,0,0,0,89.4,172.22.0.10,3,READ_HOLDING
2026-06-13T09:36:31+00:00,plc_intake,172.21.0.10,0,0,0,0,0,89.7,172.22.0.10,3,READ_HOLDING
2026-06-13T09:36:36+00:00,plc_intake,172.21.0.10,0,0,0,0,0,90.1,172.22.0.10,3,READ_HOLDING
2026-06-13T09:36:41+00:00,plc_intake,172.21.0.10,0,0,0,0,0,90.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:36:46+00:00,plc_intake,172.21.0.10,0,0,0,0,0,90.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:36:51+00:00,plc_intake,172.21.0.10,0,0,0,0,0,90.2,172.22.0.10,3,READ_HOLDING
2026-06-13T09:36:56+00:00,plc_intake,172.21.0.10,0,0,0,0,0,90.6,172.22.0.10,3,READ_HOLDING
2026-06-13T09:37:01+00:00,plc_intake,172.21.0.10,0,0,0,0,0,90.6,172.22.0.10,3,READ_HOLDING
2026-06-13T09:37:06+00:00,plc_intake,172.21.0.10,0,0,0,0,0,90.6,172.22.0.10,3,READ_HOLDING
2026-06-13T09:37:11+00:00,plc_intake,172.21.0.10,0,0,0,0,0,90.4,172.22.0.10,3,READ_HOLDING
2026-06-13T09:37:16+00:00,plc_intake,172.21.0.10,0,0,0,0,0,90.9,172.22.0.10,3,READ_HOLDING
2026-06-13T09:37:21+00:00,plc_intake,172.21.0.10,0,0,0,0,0,90.9,172.22.0.10,3,READ_HOLDING
2026-06-13T09:37:26+00:00,plc_intake,172.21.0.10,0,0,0,0,0,91.7,172.22.0.10,3,READ_HOLDING
2026-06-13T09:37:31+00:00,plc_intake,172.21.0.10,0,0,0,0,0,92.4,172.22.0.10,3,READ_HOLDING
2026-06-13T09:37:36+00:00,plc_intake,172.21.0.10,0,0,0,0,0,92.1,172.22.0.10,3,READ_HOLDING
2026-06-13T09:37:41+00:00,plc_intake,172.21.0.10,0,0,0,0,0,92.1,172.22.0.10,3,READ_HOLDING
2026-06-13T09:37:46+00:00,plc_intake,172.21.0.10,0,0,0,0,0,92.5,172.22.0.10,3,READ_HOLDING
2026-06-13T09:37:51+00:00,plc_intake,172.21.0.10,0,0,0,0,0,92.4,172.22.0.10,3,READ_HOLDING
2026-06-13T09:37:56+00:00,plc_intake,172.21.0.10,0,0,0,0,0,92.2,172.22.0.10,3,READ_HOLDING
2026-06-13T09:38:01+00:00,plc_intake,172.21.0.10,0,0,0,0,0,92.9,172.22.0.10,3,READ_HOLDING
2026-06-13T09:38:06+00:00,plc_intake,172.21.0.10,0,0,0,0,0,93.2,172.22.0.10,3,READ_HOLDING
2026-06-13T09:38:11+00:00,plc_intake,172.21.0.10,0,0,0,0,0,93.4,172.22.0.10,3,READ_HOLDING
2026-06-13T09:38:16+00:00,plc_intake,172.21.0.10,0,0,0,0,0,93.9,172.22.0.10,3,READ_HOLDING
2026-06-13T09:38:21+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.4,172.22.0.10,3,READ_HOLDING
2026-06-13T09:38:26+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.2,172.22.0.10,3,READ_HOLDING
2026-06-13T09:38:31+00:00,plc_intake,172.21.0.10,0,0,0,0,0,93.9,172.22.0.10,3,READ_HOLDING
2026-06-13T09:38:36+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:38:41+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.1,172.22.0.10,3,READ_HOLDING
2026-06-13T09:38:46+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.2,172.22.0.10,3,READ_HOLDING
2026-06-13T09:38:51+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.6,172.22.0.10,3,READ_HOLDING
2026-06-13T09:38:56+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.9,172.22.0.10,3,READ_HOLDING
2026-06-13T09:39:01+00:00,plc_intake,172.21.0.10,0,0,0,0,0,95.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:39:06+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.6,172.22.0.10,3,READ_HOLDING
2026-06-13T09:39:11+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.6,172.22.0.10,3,READ_HOLDING
2026-06-13T09:39:16+00:00,plc_intake,172.21.0.10,0,0,0,0,0,94.5,172.22.0.10,3,READ_HOLDING
2026-06-13T09:39:21+00:00,plc_intake,172.21.0.10,0,0,0,0,0,4.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:39:26+00:00,plc_intake,172.21.0.10,1,0,0,0,0,4.8,172.22.0.10,3,READ_HOLDING
2026-06-13T09:39:31+00:00,plc_intake,172.21.0.10,1,0,0,0,0,4.1,172.22.0.10,3,READ_HOLDING
2026-06-13T09:39:36+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:39:41+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:39:46+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:39:51+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:39:56+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:40:01+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.4,172.22.0.10,3,READ_HOLDING
2026-06-13T09:40:06+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:40:11+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:40:16+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:40:21+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:40:26+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:40:31+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.3,172.22.0.10,3,READ_HOLDING
2026-06-13T09:40:36+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.2,172.22.0.10,3,READ_HOLDING
2026-06-13T09:40:41+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.4,172.22.0.10,3,READ_HOLDING
2026-06-13T09:40:46+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.4,172.22.0.10,3,READ_HOLDING
2026-06-13T09:40:51+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.8,172.22.0.10,3,READ_HOLDING
2026-06-13T09:40:56+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.8,172.22.0.10,3,READ_HOLDING
2026-06-13T09:41:01+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.1,172.22.0.10,3,READ_HOLDING
2026-06-13T09:41:06+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.3,172.22.0.10,3,READ_HOLDING
2026-06-13T09:41:11+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:41:16+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:41:21+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:41:26+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:41:31+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:41:36+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:41:41+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:41:46+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.3,172.22.0.10,3,READ_HOLDING
2026-06-13T09:41:51+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.4,172.22.0.10,3,READ_HOLDING
2026-06-13T09:41:56+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:42:01+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:42:06+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:42:11+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:42:16+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.4,172.22.0.10,3,READ_HOLDING
